#--------------------------------------------------------------------------------
# Auto-generated by Migen (d42aa6f) & LiteX (bddb1706) on 2020-12-27 22:05:06
#--------------------------------------------------------------------------------
csr_register,pcie_phy_link_status,0x82004000,1,ro
csr_register,pcie_phy_msi_enable,0x82004004,1,ro
csr_register,pcie_phy_msix_enable,0x82004008,1,ro
csr_register,pcie_phy_bus_master_enable,0x8200400c,1,ro
csr_register,pcie_phy_max_request_size,0x82004010,1,ro
csr_register,pcie_phy_max_payload_size,0x82004014,1,ro
csr_register,pcie_msi_enable,0x82004800,1,rw
csr_register,pcie_msi_clear,0x82004804,1,rw
csr_register,pcie_msi_vector,0x82004808,1,ro
csr_register,pcie_dma0_writer_enable,0x82005000,1,rw
csr_register,pcie_dma0_writer_table_value,0x82005004,2,rw
csr_register,pcie_dma0_writer_table_we,0x8200500c,1,rw
csr_register,pcie_dma0_writer_table_loop_prog_n,0x82005010,1,rw
csr_register,pcie_dma0_writer_table_loop_status,0x82005014,1,ro
csr_register,pcie_dma0_writer_table_level,0x82005018,1,ro
csr_register,pcie_dma0_writer_table_flush,0x8200501c,1,rw
csr_register,pcie_dma0_reader_enable,0x82005020,1,rw
csr_register,pcie_dma0_reader_table_value,0x82005024,2,rw
csr_register,pcie_dma0_reader_table_we,0x8200502c,1,rw
csr_register,pcie_dma0_reader_table_loop_prog_n,0x82005030,1,rw
csr_register,pcie_dma0_reader_table_loop_status,0x82005034,1,ro
csr_register,pcie_dma0_reader_table_level,0x82005038,1,ro
csr_register,pcie_dma0_reader_table_flush,0x8200503c,1,rw
csr_register,pcie_dma0_loopback_enable,0x82005040,1,rw
csr_register,pcie_dma0_buffering_reader_fifo_depth,0x82005044,1,rw
csr_register,pcie_dma0_buffering_reader_fifo_level,0x82005048,1,ro
csr_register,pcie_dma0_buffering_writer_fifo_depth,0x8200504c,1,rw
csr_register,pcie_dma0_buffering_writer_fifo_level,0x82005050,1,ro
csr_register,leds_out,0x82005800,1,rw
csr_register,xadc_temperature,0x82006000,1,ro
csr_register,xadc_vccint,0x82006004,1,ro
csr_register,xadc_vccaux,0x82006008,1,ro
csr_register,xadc_vccbram,0x8200600c,1,ro
csr_register,xadc_eoc,0x82006010,1,ro
csr_register,xadc_eos,0x82006014,1,ro
constant,config_clock_frequency,100000000,,
constant,config_cpu_has_interrupt,None,,
constant,config_cpu_reset_addr,0,,
constant,config_cpu_type_vexriscv,None,,
constant,config_cpu_variant_standard,None,,
constant,config_cpu_human_name,vexriscv,,
constant,config_cpu_nop,nop,,
constant,config_with_build_time,None,,
constant,config_l2_size,8192,,
constant,dma_channels,1,,
constant,pcie_dma0_reader_interrupt,0,,
constant,pcie_dma0_writer_interrupt,1,,
constant,config_csr_data_width,32,,
constant,config_csr_alignment,32,,
constant,config_bus_standard,wishbone,,
constant,config_bus_data_width,32,,
constant,config_bus_address_width,32,,
constant,timer0_interrupt,1,,
constant,uart_interrupt,0,,
memory_region,rom,0x00000000,32768,cached
memory_region,sram,0x01000000,8192,cached
memory_region,main_ram,0x40000000,1073741824,cached
memory_region,csr,0x82000000,65536,io
